方名,网址,状态码,正文命中,页面摘要
薄荷甘桔杏子汤,https://www.yixue.com/%E8%96%84%E8%8D%B7%E7%94%98%E6%A1%94%E6%9D%8F%E5%AD%90%E6%B1%A4,200,是,薄荷甘桔杏子汤_薄荷甘桔杏子汤的作用_薄荷甘桔杏子汤说明书_薄荷甘桔杏子汤的功效_中药薄荷甘桔杏子汤配方_医学百科 - 医学百科；薄荷甘桔杏子汤_薄荷甘桔杏子汤的作用_薄荷甘桔杏子汤说明书_薄荷甘桔杏子汤的功效_中药薄荷甘桔杏子汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 薄荷甘桔杏子汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 薄荷 1钱， 甘草 5分， 桔梗 1钱5分， 杏仁 （去皮尖）3钱。 【功效与作用
赤白浊秘方,https://www.yixue.com/%E8%B5%A4%E7%99%BD%E6%B5%8A%E7%A7%98%E6%96%B9,404,否,404；
喘嗽方,https://www.yixue.com/%E5%96%98%E5%97%BD%E6%96%B9,404,否,404；
大黄汤,https://www.yixue.com/%E5%A4%A7%E9%BB%84%E6%B1%A4,200,是,大黄汤_大黄汤的作用_大黄汤说明书_大黄汤的功效_中药大黄汤配方_医学百科 - 医学百科；大黄汤_大黄汤的作用_大黄汤说明书_大黄汤的功效_中药大黄汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 大黄汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《证治准绳.疡医》卷二:大黄汤 2 《外台秘要》卷三引《张文仲方》:大黄汤 3 《素问病机气宜保命集》卷中:大黄汤 4 《经验女科
大满方,https://www.yixue.com/%E5%A4%A7%E6%BB%A1%E6%96%B9,404,否,404；
第三方,https://www.yixue.com/%E7%AC%AC%E4%B8%89%E6%96%B9,404,否,404；
定风散,https://www.yixue.com/%E5%AE%9A%E9%A3%8E%E6%95%A3,200,是,定风散_定风散的作用_定风散说明书_定风散的功效_中药定风散配方_医学百科 - 医学百科；定风散_定风散的作用_定风散说明书_定风散的功效_中药定风散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 定风散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 川乌 （炮）2两， 防风 2两， 雄黄 1两。 【制法】 上为末。 【功效与作用】 破伤风 及洗头 牙槽 等风， 牙关紧急 ， 项
都气加桂汤,https://www.yixue.com/%E9%83%BD%E6%B0%94%E5%8A%A0%E6%A1%82%E6%B1%A4,200,是,都气加桂汤_都气加桂汤的作用_都气加桂汤说明书_都气加桂汤的功效_中药都气加桂汤配方_医学百科 - 医学百科；都气加桂汤_都气加桂汤的作用_都气加桂汤说明书_都气加桂汤的功效_中药都气加桂汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 都气加桂汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 熟地 8钱， 茯苓 4钱， 泽泻 4钱， 怀山药 4钱， 丹皮 2钱， 山萸肉 2钱， 五味子 9粒， 肉
独活汤,https://www.yixue.com/%E7%8B%AC%E6%B4%BB%E6%B1%A4,200,是,独活汤_独活汤的作用_独活汤说明书_独活汤的功效_中药独活汤配方_医学百科 - 医学百科；独活汤_独活汤的作用_独活汤说明书_独活汤的功效_中药独活汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 独活汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《兰室秘藏》卷中:独活汤 2 《医心方》卷二十三引《产经》:独活汤 3 《马培之医案》:独活汤 4 《外台》卷十四引《古今录验》:
断下汤,https://www.yixue.com/%E6%96%AD%E4%B8%8B%E6%B1%A4,200,是,断下汤_断下汤的作用_断下汤说明书_断下汤的功效_中药断下汤配方_医学百科 - 医学百科；断下汤_断下汤的作用_断下汤说明书_断下汤的功效_中药断下汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 断下汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《鸡峰普济方》卷十三:断下汤 2 《三因极一病证方论》卷十二:断下汤 3 《杨氏家藏方》卷十六:断下汤 4 《直指》卷十四:断下汤
芳香饮,https://www.yixue.com/%E8%8A%B3%E9%A6%99%E9%A5%AE,200,是,芳香饮_芳香饮的作用_芳香饮说明书_芳香饮的功效_中药芳香饮配方_医学百科 - 医学百科；芳香饮_芳香饮的作用_芳香饮说明书_芳香饮的功效_中药芳香饮配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 芳香饮 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 玄参 1两， 白茯苓 5钱， 石膏 5钱， 蝉蜕 （全）12个， 白僵蚕 （炒）3钱， 荆芥 3钱， 天花粉 3钱， 神曲 （炒）
防风秦艽汤,https://www.yixue.com/%E9%98%B2%E9%A3%8E%E7%A7%A6%E8%89%BD%E6%B1%A4,200,是,防风秦艽汤_防风秦艽汤的作用_防风秦艽汤说明书_防风秦艽汤的功效_中药防风秦艽汤配方_医学百科 - 医学百科；防风秦艽汤_防风秦艽汤的作用_防风秦艽汤说明书_防风秦艽汤的功效_中药防风秦艽汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 防风秦艽汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 防风 秦艽 当归 川芎 生地 白芍 赤茯苓 连翘 各3克 槟榔 甘草 栀子 地榆 枳壳 槐角 白芷 苍术 
敷和汤,https://www.yixue.com/%E6%95%B7%E5%92%8C%E6%B1%A4,200,是,敷和汤_敷和汤的作用_敷和汤说明书_敷和汤的功效_中药敷和汤配方_医学百科 - 医学百科；敷和汤_敷和汤的作用_敷和汤说明书_敷和汤的功效_中药敷和汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 敷和汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 半夏 （汤洗）半两，枣子半两， 五味子 半两， 枳实 （麸炒）半两， 茯苓 半两， 诃子 （炮， 去核 ）半两， 干姜 （炮）半两
服蛮煎,https://www.yixue.com/%E6%9C%8D%E8%9B%AE%E7%85%8E,200,是,服蛮煎_服蛮煎的作用_服蛮煎说明书_服蛮煎的功效_中药服蛮煎配方_医学百科 - 医学百科；服蛮煎_服蛮煎的作用_服蛮煎说明书_服蛮煎的功效_中药服蛮煎配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 服蛮煎 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 生地 麦门冬 芍药 石菖蒲 石斛 川 丹皮 （极香者） 茯神 各6克 陈皮 3克 木通 知母 各4.5克 【功效与作用】 清心 滋
附托里消毒散,https://www.yixue.com/%E9%99%84%E6%89%98%E9%87%8C%E6%B6%88%E6%AF%92%E6%95%A3,404,否,404；
关格方,https://www.yixue.com/%E5%85%B3%E6%A0%BC%E6%96%B9,404,否,404；
过劳方,https://www.yixue.com/%E8%BF%87%E5%8A%B3%E6%96%B9,404,否,404；
还少丹,https://www.yixue.com/%E8%BF%98%E5%B0%91%E4%B8%B9,200,是,还少丹 - 医学百科；还少丹 - 医学百科 匿名 未登录 登录 医学百科 搜索 还少丹 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 《洪氏集验方》卷一。 目录 1 异名 2 组成 3 用法 4 功用 5 主治 异名 还少丸 (《杨氏家藏方》卷九)、 滋阴 大补丸 (《医学正传》卷三)。 组成 干山药 牛膝 (酒浸一宿，焙干)各45克 山茱
寒吐方,https://www.yixue.com/%E5%AF%92%E5%90%90%E6%96%B9,404,否,404；
黑附丸,https://www.yixue.com/%E9%BB%91%E9%99%84%E4%B8%B8,200,是,黑附丸_黑附丸的作用_黑附丸说明书_黑附丸的功效_中药黑附丸配方_医学百科 - 医学百科；黑附丸_黑附丸的作用_黑附丸说明书_黑附丸的功效_中药黑附丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 黑附丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《三因》卷三:黑附丸 2 《得效》卷十九:黑附丸 3 中药方专题 3.1 按功效分类的常用方剂 3.2 中药方大全 按拼音查询 3
化毒丸六十六,https://www.yixue.com/%E5%8C%96%E6%AF%92%E4%B8%B8%E5%85%AD%E5%8D%81%E5%85%AD,404,否,404；
黄饮子,https://www.yixue.com/%E9%BB%84%E9%A5%AE%E5%AD%90,404,否,404；
混元胎丹,https://www.yixue.com/%E6%B7%B7%E5%85%83%E8%83%8E%E4%B8%B9,200,是,混元胎丹_混元胎丹的作用_混元胎丹说明书_混元胎丹的功效_中药混元胎丹配方_医学百科 - 医学百科；混元胎丹_混元胎丹的作用_混元胎丹说明书_混元胎丹的功效_中药混元胎丹配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 混元胎丹 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 首 儿衣 （二八月者不用，收时连带中元血。用长流水净洗，控干，入瓷瓶中，下无灰酒3大盏，脑子、 麝香 随力下之，多至1
加味羚角散,https://www.yixue.com/%E5%8A%A0%E5%91%B3%E7%BE%9A%E8%A7%92%E6%95%A3,404,否,404；
椒红丸,https://www.yixue.com/%E6%A4%92%E7%BA%A2%E4%B8%B8,200,是,椒红丸_椒红丸的作用_椒红丸说明书_椒红丸的功效_中药椒红丸配方_医学百科 - 医学百科；椒红丸_椒红丸的作用_椒红丸说明书_椒红丸的功效_中药椒红丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 椒红丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《圣惠》卷九十八:椒红丸 2 《普济方》卷二二四引《医学切问》:椒红丸 3 《永类钤方》卷十一:椒红丸 4 《圣惠》卷九十八:椒红
截恶眼立效方,https://www.yixue.com/%E6%88%AA%E6%81%B6%E7%9C%BC%E7%AB%8B%E6%95%88%E6%96%B9,404,否,404；
开郁流气散,https://www.yixue.com/%E5%BC%80%E9%83%81%E6%B5%81%E6%B0%94%E6%95%A3,200,是,开郁流气散_开郁流气散的作用_开郁流气散说明书_开郁流气散的功效_中药开郁流气散配方_医学百科 - 医学百科；开郁流气散_开郁流气散的作用_开郁流气散说明书_开郁流气散的功效_中药开郁流气散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 开郁流气散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 槐花 3钱（炒）， 远志 3钱。 【制法】 上为末。 【功效与作用】 乳硬如石。 【用法用量】 每日陈酒 
两背忽生疮成痈阳症易治用三星汤,https://www.yixue.com/%E4%B8%A4%E8%83%8C%E5%BF%BD%E7%94%9F%E7%96%AE%E6%88%90%E7%97%88%E9%98%B3%E7%97%87%E6%98%93%E6%B2%BB%E7%94%A8%E4%B8%89%E6%98%9F%E6%B1%A4,404,否,404；
六神散,https://www.yixue.com/%E5%85%AD%E7%A5%9E%E6%95%A3,200,是,六神散 - 医学百科；六神散 - 医学百科 匿名 未登录 登录 医学百科 搜索 六神散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 六神散 【处方】 川芎 、 防风 （去叉）、 甘草 （炙）、 羌活 ，各一两； 荆芥穗 、鸡苏，各一两半。 【制法】上为细末。 【功能与主治】治 风眩 烦闷，头目晕转不止。 【用法与用量】每服一钱，不拘时米饮
六郁汤,https://www.yixue.com/%E5%85%AD%E9%83%81%E6%B1%A4,200,是,六郁汤_六郁汤的作用_六郁汤说明书_六郁汤的功效_中药六郁汤配方_医学百科 - 医学百科；六郁汤_六郁汤的作用_六郁汤说明书_六郁汤的功效_中药六郁汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 六郁汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《医学正传》卷二:六郁汤 2 《古今医鉴》卷四:六郁汤 3 《医学集成》卷一:六郁汤 4 《医学正传》卷二引丹溪方:六郁汤 5 中
马脾风方,https://www.yixue.com/%E9%A9%AC%E8%84%BE%E9%A3%8E%E6%96%B9,404,否,404；
免怀汤,https://www.yixue.com/%E5%85%8D%E6%80%80%E6%B1%A4,404,否,404；
倪氏痢疾第一方,https://www.yixue.com/%E5%80%AA%E6%B0%8F%E7%97%A2%E7%96%BE%E7%AC%AC%E4%B8%80%E6%96%B9,404,否,404；
排脓散,https://www.yixue.com/%E6%8E%92%E8%84%93%E6%95%A3,200,是,排脓散_排脓散的作用_排脓散说明书_排脓散的功效_中药排脓散配方_医学百科 - 医学百科；排脓散_排脓散的作用_排脓散说明书_排脓散的功效_中药排脓散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 排脓散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《外科发挥》卷四:排脓散 2 《外科正宗》卷三:排脓散 3 《杂病源流犀烛》卷一:排脓散 4 中药方专题 4.1 按功效分类的常用
泼火散,https://www.yixue.com/%E6%B3%BC%E7%81%AB%E6%95%A3,200,是,泼火散_泼火散的作用_泼火散说明书_泼火散的功效_中药泼火散配方_医学百科 - 医学百科；泼火散_泼火散的作用_泼火散说明书_泼火散的功效_中药泼火散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 泼火散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 明.方贤着《奇效良方》:泼火散 2 《杨氏家藏方》卷三:泼火散 3 中药方专题 3.1 按功效分类的常用方剂 3.2 中药方大全 
破棺丹,https://www.yixue.com/%E7%A0%B4%E6%A3%BA%E4%B8%B9,200,是,破棺丹_破棺丹的作用_破棺丹说明书_破棺丹的功效_中药破棺丹配方_医学百科 - 医学百科；破棺丹_破棺丹的作用_破棺丹说明书_破棺丹的功效_中药破棺丹配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 破棺丹 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 大黄60克（半生半熟） 芒消 甘草 各30克 【制法】 上药为末，炼 蜜丸 ，如弹子大。 【功效与作用】 治疮肿，一切 风热 。 
破伤风方,https://www.yixue.com/%E7%A0%B4%E4%BC%A4%E9%A3%8E%E6%96%B9,404,否,404；
朴黄汤,https://www.yixue.com/%E6%9C%B4%E9%BB%84%E6%B1%A4,404,否,404；
七磨散,https://www.yixue.com/%E4%B8%83%E7%A3%A8%E6%95%A3,404,否,404；
骑马痈方,https://www.yixue.com/%E9%AA%91%E9%A9%AC%E7%97%88%E6%96%B9,404,否,404；
千金保孕丸,https://www.yixue.com/%E5%8D%83%E9%87%91%E4%BF%9D%E5%AD%95%E4%B8%B8,404,否,404；
前胡汤,https://www.yixue.com/%E5%89%8D%E8%83%A1%E6%B1%A4,404,否,404；
羌活散,https://www.yixue.com/%E7%BE%8C%E6%B4%BB%E6%95%A3,200,是,羌活散_羌活散的作用_羌活散说明书_羌活散的功效_中药羌活散配方_医学百科 - 医学百科；羌活散_羌活散的作用_羌活散说明书_羌活散的功效_中药羌活散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 羌活散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 明.方贤着《奇效良方》:羌活散 2 明.方贤着《奇效良方》:羌活散 3 《宋.太平惠民和剂局方》:羌活散 4 《苏沈良方》卷五引《
秦桂丸,https://www.yixue.com/%E7%A7%A6%E6%A1%82%E4%B8%B8,200,是,秦桂丸_秦桂丸的作用_秦桂丸说明书_秦桂丸的功效_中药秦桂丸配方_医学百科 - 医学百科；秦桂丸_秦桂丸的作用_秦桂丸说明书_秦桂丸的功效_中药秦桂丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 秦桂丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 秦艽 桂心 杜仲 防风 厚朴 各22克 附子 （生） 白茯苓 各45克 白薇 干姜 沙参 牛膝 半夏 各15克 人参 30克 细辛
取填饮,https://www.yixue.com/%E5%8F%96%E5%A1%AB%E9%A5%AE,404,否,404；
人参补气汤,https://www.yixue.com/%E4%BA%BA%E5%8F%82%E8%A1%A5%E6%B0%94%E6%B1%A4,404,否,404；
人参大温中丸,https://www.yixue.com/%E4%BA%BA%E5%8F%82%E5%A4%A7%E6%B8%A9%E4%B8%AD%E4%B8%B8,404,否,404；
人马平安散,https://www.yixue.com/%E4%BA%BA%E9%A9%AC%E5%B9%B3%E5%AE%89%E6%95%A3,200,是,人马平安散_人马平安散的作用_人马平安散说明书_人马平安散的功效_中药人马平安散配方_医学百科 - 医学百科；人马平安散_人马平安散的作用_人马平安散说明书_人马平安散的功效_中药人马平安散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 人马平安散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 朱砂 21克 雄黄 4.5克 月石0.6克 梅片 台麝各0.9克 蟾酥 1.2克 【制法】 上药共研极细面
日重夜轻方,https://www.yixue.com/%E6%97%A5%E9%87%8D%E5%A4%9C%E8%BD%BB%E6%96%B9,404,否,404；
散血散,https://www.yixue.com/%E6%95%A3%E8%A1%80%E6%95%A3,404,否,404；
疝气肿痛方,https://www.yixue.com/%E7%96%9D%E6%B0%94%E8%82%BF%E7%97%9B%E6%96%B9,404,否,404；
射干鼠粘子汤,https://www.yixue.com/%E5%B0%84%E5%B9%B2%E9%BC%A0%E7%B2%98%E5%AD%90%E6%B1%A4,200,是,射干鼠粘子汤_射干鼠粘子汤的作用_射干鼠粘子汤说明书_射干鼠粘子汤的功效_中药射干鼠粘子汤配方_医学百科 - 医学百科；射干鼠粘子汤_射干鼠粘子汤的作用_射干鼠粘子汤说明书_射干鼠粘子汤的功效_中药射干鼠粘子汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 射干鼠粘子汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 鼠粘子 120克（炒，杵） 甘草 （炙） 升麻 射干 各30克 【制法】 上为粗散。 【功效与
神功托里散,https://www.yixue.com/%E7%A5%9E%E5%8A%9F%E6%89%98%E9%87%8C%E6%95%A3,404,否,404；
神异温风丹,https://www.yixue.com/%E7%A5%9E%E5%BC%82%E6%B8%A9%E9%A3%8E%E4%B8%B9,404,否,404；
神应乳香丸,https://www.yixue.com/%E7%A5%9E%E5%BA%94%E4%B9%B3%E9%A6%99%E4%B8%B8,404,否,404；
肾肝同补汤,https://www.yixue.com/%E8%82%BE%E8%82%9D%E5%90%8C%E8%A1%A5%E6%B1%A4,404,否,404；
升阳除湿防风汤,https://www.yixue.com/%E5%8D%87%E9%98%B3%E9%99%A4%E6%B9%BF%E9%98%B2%E9%A3%8E%E6%B1%A4,404,否,404；
生姜泻心汤,https://www.yixue.com/%E7%94%9F%E5%A7%9C%E6%B3%BB%E5%BF%83%E6%B1%A4,200,是,生姜泻心汤 - 医学百科；生姜泻心汤 - 医学百科 匿名 未登录 登录 医学百科 搜索 生姜泻心汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 生姜 、 黄芩 、 人参 （去芦）、 干姜 （炮），各二钱； 半夏 、 黄连 、 大枣 （三枚） 【功能与主治】治 伤寒 汗出后，胃中不和， 心下痞硬 ， 噫气 臭，胁下有水气， 腹中雷鸣 
实喘方,https://www.yixue.com/%E5%AE%9E%E5%96%98%E6%96%B9,404,否,404；
四妙汤,https://www.yixue.com/%E5%9B%9B%E5%A6%99%E6%B1%A4,200,是,四妙汤_四妙汤的作用_四妙汤说明书_四妙汤的功效_中药四妙汤配方_医学百科 - 医学百科；四妙汤_四妙汤的作用_四妙汤说明书_四妙汤的功效_中药四妙汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 四妙汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 紫草 升麻 糯米 各30克 甘草 （生）7.5克 【制法】 上四味，粗捣筛。 【功效与作用】 治小儿麸豆疮欲出，浑身 壮热 ，情绪
四物汤加黄芩黄柏槐花方,https://www.yixue.com/%E5%9B%9B%E7%89%A9%E6%B1%A4%E5%8A%A0%E9%BB%84%E8%8A%A9%E9%BB%84%E6%9F%8F%E6%A7%90%E8%8A%B1%E6%96%B9,404,否,404；
锁喉风仙方,https://www.yixue.com/%E9%94%81%E5%96%89%E9%A3%8E%E4%BB%99%E6%96%B9,404,否,404；
太无神术散,https://www.yixue.com/%E5%A4%AA%E6%97%A0%E7%A5%9E%E6%9C%AF%E6%95%A3,404,否,404；
菟丝煎,https://www.yixue.com/%E8%8F%9F%E4%B8%9D%E7%85%8E,200,是,菟丝煎_菟丝煎的作用_菟丝煎说明书_菟丝煎的功效_中药菟丝煎配方_医学百科 - 医学百科；菟丝煎_菟丝煎的作用_菟丝煎说明书_菟丝煎的功效_中药菟丝煎配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 菟丝煎 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 人参 6～9克 山药（炒）6克 当归 4.5克 菟丝子 （制，炒）12～15克 枣仁（炒） 茯苓 各4.5克 炙甘草 2～3克 远
卫生汤,https://www.yixue.com/%E5%8D%AB%E7%94%9F%E6%B1%A4,200,是,卫生汤_卫生汤的作用_卫生汤说明书_卫生汤的功效_中药卫生汤配方_医学百科 - 医学百科；卫生汤_卫生汤的作用_卫生汤说明书_卫生汤的功效_中药卫生汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 卫生汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 白芷 连翘 花粉 各2.4克 荆芥 甘草节 牛蒡子 各3克 防风 乳香 没药各1.5克 银花 6克 贝母 归尾 各4.5克 【功效
无名肿毒方,https://www.yixue.com/%E6%97%A0%E5%90%8D%E8%82%BF%E6%AF%92%E6%96%B9,404,否,404；
小儿痢疾方,https://www.yixue.com/%E5%B0%8F%E5%84%BF%E7%97%A2%E7%96%BE%E6%96%B9,404,否,404；
行经腹痛方,https://www.yixue.com/%E8%A1%8C%E7%BB%8F%E8%85%B9%E7%97%9B%E6%96%B9,404,否,404；
血崩方,https://www.yixue.com/%E8%A1%80%E5%B4%A9%E6%96%B9,404,否,404；
延嗣酒,https://www.yixue.com/%E5%BB%B6%E5%97%A3%E9%85%92,404,否,404；
咽肿喉闭外治方,https://www.yixue.com/%E5%92%BD%E8%82%BF%E5%96%89%E9%97%AD%E5%A4%96%E6%B2%BB%E6%96%B9,404,否,404；
阳痿不举方,https://www.yixue.com/%E9%98%B3%E7%97%BF%E4%B8%8D%E4%B8%BE%E6%96%B9,404,否,404；
益母膏,https://www.yixue.com/%E7%9B%8A%E6%AF%8D%E8%86%8F,200,是,益母膏_益母膏的作用_益母膏说明书_益母膏的功效_中药益母膏配方_医学百科 - 医学百科；益母膏_益母膏的作用_益母膏说明书_益母膏的功效_中药益母膏配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 益母膏 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【别名】 益母草膏 （《 赤水玄珠 》卷二十）、 还魂丹 （《 惠直堂经验方 》） 【处方】 益母草 （端午日或小暑日俱可收采） 【制法】 
薏苡仁附子败酱散,https://www.yixue.com/%E8%96%8F%E8%8B%A1%E4%BB%81%E9%99%84%E5%AD%90%E8%B4%A5%E9%85%B1%E6%95%A3,404,否,404；
茵陈四逆汤,https://www.yixue.com/%E8%8C%B5%E9%99%88%E5%9B%9B%E9%80%86%E6%B1%A4,200,是,茵陈四逆汤 - 医学百科；茵陈四逆汤 - 医学百科 匿名 未登录 登录 医学百科 搜索 茵陈四逆汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【来源】《 卫生宝 鉴.补遗>。 【 异名 】 茵陈 附子 干姜 甘草 汤(《医门法律》卷六)，茵陈姜附汤(《类证治裁》卷四)。 【组成】干姜45克 甘草(炙)60克 附子(炮)1枚(去皮，破8片) 
营卫保和丸一,https://www.yixue.com/%E8%90%A5%E5%8D%AB%E4%BF%9D%E5%92%8C%E4%B8%B8%E4%B8%80,404,否,404；
增补大保红药丹,https://www.yixue.com/%E5%A2%9E%E8%A1%A5%E5%A4%A7%E4%BF%9D%E7%BA%A2%E8%8D%AF%E4%B8%B9,404,否,404；
真人活命饮,https://www.yixue.com/%E7%9C%9F%E4%BA%BA%E6%B4%BB%E5%91%BD%E9%A5%AE,404,否,404；
镇神丹,https://www.yixue.com/%E9%95%87%E7%A5%9E%E4%B8%B9,404,否,404；
栀子甘草豉汤,https://www.yixue.com/%E6%A0%80%E5%AD%90%E7%94%98%E8%8D%89%E8%B1%89%E6%B1%A4,200,是,栀子甘草豉汤 - 医学百科；栀子甘草豉汤 - 医学百科 匿名 未登录 登录 医学百科 搜索 栀子甘草豉汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 栀子甘草豉汤 【来源】《 伤寒论 》。 【组成】 栀子 9克(劈) 甘草 6克(炙) 香鼓4克(绵裹) 【用法】以水400毫升，先煮栀子甘草，取200毫升，纳豉，煮取150毫升，去滓，分服，温进一
止吐方,https://www.yixue.com/%E6%AD%A2%E5%90%90%E6%96%B9,404,否,404；
枳壳丸,https://www.yixue.com/%E6%9E%B3%E5%A3%B3%E4%B8%B8,200,是,枳壳丸_枳壳丸的作用_枳壳丸说明书_枳壳丸的功效_中药枳壳丸配方_医学百科 - 医学百科；枳壳丸_枳壳丸的作用_枳壳丸说明书_枳壳丸的功效_中药枳壳丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 枳壳丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《重订严氏济生方》:枳壳丸 2 《卫生宝鉴》卷四:枳壳丸 3 中药方专题 3.1 按功效分类的常用方剂 3.2 中药方大全 按拼音
制火润尻散,https://www.yixue.com/%E5%88%B6%E7%81%AB%E6%B6%A6%E5%B0%BB%E6%95%A3,404,否,404；
治伤寒、温病劳复食复方,https://www.yixue.com/%E6%B2%BB%E4%BC%A4%E5%AF%92%E3%80%81%E6%B8%A9%E7%97%85%E5%8A%B3%E5%A4%8D%E9%A3%9F%E5%A4%8D%E6%96%B9,404,否,404；
治瞳人散大方,https://www.yixue.com/%E6%B2%BB%E7%9E%B3%E4%BA%BA%E6%95%A3%E5%A4%A7%E6%96%B9,404,否,404；
治小儿口疳流水口烂神方,https://www.yixue.com/%E6%B2%BB%E5%B0%8F%E5%84%BF%E5%8F%A3%E7%96%B3%E6%B5%81%E6%B0%B4%E5%8F%A3%E7%83%82%E7%A5%9E%E6%96%B9,404,否,404；
治小儿疟疾方,https://www.yixue.com/%E6%B2%BB%E5%B0%8F%E5%84%BF%E7%96%9F%E7%96%BE%E6%96%B9,404,否,404；
治胁痛方,https://www.yixue.com/%E6%B2%BB%E8%83%81%E7%97%9B%E6%96%B9,404,否,404；
治胸腹胀满方,https://www.yixue.com/%E6%B2%BB%E8%83%B8%E8%85%B9%E8%83%80%E6%BB%A1%E6%96%B9,404,否,404；
治虚症大便不通方,https://www.yixue.com/%E6%B2%BB%E8%99%9A%E7%97%87%E5%A4%A7%E4%BE%BF%E4%B8%8D%E9%80%9A%E6%96%B9,404,否,404；
